,Labels,Silhouette_samples
0,341,0.30861764813087117
1,172,0.747088928751417
2,101,0.5327859984564074
3,238,0.15895568510387365
4,101,0.6622709162828845
5,82,0.13729782265668594
6,101,0.5327859984564074
7,101,0.5327859984564074
8,62,0.023548922263417094
9,101,0.6622709162828845
10,101,0.26557204672059964
11,101,-0.3280181983338771
12,46,0.16100962515859418
13,238,0.25905656950193295
14,46,0.2674523566221114
15,101,0.0817904122140749
16,238,0.3124813696717048
17,101,0.6622709162828845
18,15,-0.03132675659364757
19,542,0.20346654273825923
20,295,0.15694740516899147
21,238,-0.02636265229445467
22,238,0.20933722817393666
23,101,0.26557204672059964
24,46,0.5071124178392952
25,62,0.06282151338987811
26,15,0.18918492777755283
27,101,0.6622709162828845
28,71,0.09778055243569121
29,101,0.6622709162828845
30,238,0.2269028053270413
31,744,0.17254146496200223
32,101,0.5327859984564074
33,238,0.18069295338666053
34,46,0.3844230039593842
35,46,0.4659977544523737
36,238,-0.11327692712062565
37,322,0.26917091135696786
38,221,0.06668932976102532
39,238,0.23498202504955476
40,15,0.10730222524238928
41,15,-0.011563822670871724
42,101,0.6622709162828845
43,151,0.29973456458600095
44,101,0.5327859984564074
45,101,0.6622709162828845
46,62,0.1486611939017444
47,238,0.1423337128169531
48,15,0.0364694442163042
49,15,0.033587095030605085
50,101,0.6622709162828845
51,346,0.03281512950040337
52,101,0.5327859984564074
53,101,0.26557204672059964
54,516,0.4698344722853671
55,101,0.6622709162828845
56,238,0.3124813696717048
57,26,0.24344817833981472
58,46,0.3808619696227566
59,85,0.12080075288834653
60,101,0.5327859984564074
61,101,0.6622709162828845
62,101,0.6622709162828845
63,238,0.07570060069619565
64,238,-0.13031504169180733
65,101,0.39594315315530876
66,101,0.5327859984564074
67,101,0.6622709162828845
68,76,0.15195858426225506
69,101,0.6622709162828845
70,46,0.29959280228075474
71,101,0.5327859984564074
72,71,0.19807861706201121
73,487,0.0
74,101,0.6622709162828845
75,57,0.13265314708178
76,101,0.5327859984564074
77,232,0.23789152246375614
78,29,0.2427742766925991
79,238,0.12975613272681322
80,85,0.02330602713416666
81,46,0.45341356264890587
82,101,0.6622709162828845
83,101,0.6622709162828845
84,101,0.6622709162828845
85,101,0.5327859984564074
86,46,0.16417579699190152
87,101,0.6622709162828845
88,101,0.6622709162828845
89,341,0.1896728591393425
90,101,0.20490692375100364
91,238,0.13417071740188063
92,101,0.5327859984564074
93,238,0.3124813696717048
94,693,0.05110251757053691
95,101,0.5327859984564074
96,46,0.49126698771710364
97,101,0.5327859984564074
98,101,-0.21341540162810613
99,48,0.03174269596084136
100,101,0.5327859984564074
101,101,0.5327859984564074
102,238,0.20472285087500483
103,101,0.26557204672059964
104,172,0.5009084611263658
105,46,0.48128990405092714
106,238,-0.03614262331220571
107,238,0.18449634251724667
108,101,0.6622709162828845
109,101,0.6622709162828845
110,15,-0.19325880008301993
111,101,0.0817904122140749
112,238,-0.015061997651080045
113,172,0.04869232097992339
114,718,0.0
115,286,-0.1708584678009039
116,101,0.6622709162828845
117,101,0.5327859984564074
118,221,0.3913544324695084
119,15,0.00853939240585587
120,9,0.14959140805679413
121,101,0.6622709162828845
122,101,0.26557204672059964
123,101,0.5327859984564074
124,101,0.5327859984564074
125,71,0.19807861706201121
126,238,-0.07211665579442125
127,101,0.6622709162828845
128,426,0.7210347260169466
129,238,0.15805401204181443
130,101,0.5327859984564074
131,101,0.6622709162828845
132,85,0.07690206465724775
133,101,0.6622709162828845
134,101,0.6622709162828845
135,238,0.3124813696717048
136,101,0.5327859984564074
137,15,0.11037325248995825
138,101,0.6622709162828845
139,238,0.21507186395373232
140,101,0.5327859984564074
141,21,0.21397754259036925
142,101,-0.1632013198556577
143,416,0.0
144,101,0.5327859984564074
145,15,0.09880883956445817
146,101,0.26557204672059964
147,179,0.13238563994803992
148,101,0.6622709162828845
149,346,0.1466566179114567
150,101,0.6622709162828845
151,101,0.027313100769594922
152,238,0.19203665275632453
153,46,0.23773107092583742
154,101,0.6622709162828845
155,238,-0.14188431774074386
156,15,0.053331332565970266
157,101,0.26557204672059964
158,101,0.5327859984564074
159,238,-0.09094328066239749
160,238,0.04027428554008666
161,101,0.6622709162828845
162,148,0.04918867399239369
163,101,0.6622709162828845
164,238,0.3124813696717048
165,62,0.08856505636932785
166,48,-0.09438324719873938
167,101,0.6622709162828845
168,101,0.5327859984564074
169,101,0.6622709162828845
170,101,0.5327859984564074
171,179,0.06097173248708516
172,101,0.6622709162828845
173,26,0.08904091657401841
174,101,0.6622709162828845
175,101,0.0817904122140749
176,238,0.19644317988485302
177,101,0.6622709162828845
178,101,0.5327859984564074
179,221,0.14478430281532015
180,101,0.6622709162828845
181,62,0.06759015494322393
182,101,0.6622709162828845
183,238,-0.1138231069792566
184,249,0.5976504105334921
185,272,0.15732512104625718
186,101,0.6622709162828845
187,251,-0.08022319125293524
188,50,0.002468014472102487
189,286,0.16912587822044078
190,101,0.5327859984564074
191,238,-0.17842368740604506
192,238,0.2470077495688674
193,238,-0.031100518168520854
194,112,0.15616834514539663
195,101,0.6622709162828845
196,101,0.6622709162828845
197,101,-0.03334846273230436
198,313,0.09914477766220431
199,101,0.6622709162828845
200,104,0.347538349910336
201,37,0.12146517703595876
202,101,0.6622709162828845
203,238,0.18402335713443083
204,238,0.07789932021811348
205,46,0.21341803154971478
206,67,0.2438981965694164
207,101,0.5327859984564074
208,101,0.6622709162828845
209,15,0.10903879427934365
210,139,0.24726452178623143
211,101,0.6622709162828845
212,101,0.26557204672059964
213,238,0.07863073313621767
214,71,0.19807861706201121
215,101,0.6622709162828845
216,101,0.5327859984564074
217,104,-0.019371662889518394
218,101,0.5327859984564074
219,15,0.1881528867535726
220,21,-0.025958970993756398
221,101,0.6622709162828845
222,13,0.20642618751369096
223,15,0.10903879427934365
224,82,0.07477842464951576
225,238,0.05835513842771672
226,128,0.9476514975047762
227,101,0.6622709162828845
228,101,0.6622709162828845
229,101,0.6622709162828845
230,101,-0.21341540162810613
231,346,0.01071162538386085
232,46,0.15148800893825765
233,101,0.6622709162828845
234,172,0.747088928751417
235,238,-0.045518313271116335
236,50,0.11097441629777803
237,238,0.12703662931159493
238,101,0.6622709162828845
239,15,0.1881528867535726
240,238,0.3124813696717048
241,101,0.5327859984564074
242,101,0.6622709162828845
243,308,0.1274348325539615
244,70,0.04979737898835113
245,62,0.08525557993173692
246,101,0.5327859984564074
247,101,0.6622709162828845
248,26,0.04110495088164224
249,74,0.11929577180792772
250,179,0.2444471579338361
251,101,0.6622709162828845
252,101,0.5327859984564074
253,238,0.27073432153968957
254,101,0.5327859984564074
255,238,-0.029461528023427674
256,15,0.14450845422227226
257,557,0.31499450578972027
258,729,0.0
259,9,0.06771177260924706
260,101,0.5327859984564074
261,238,0.09562162996018485
262,251,0.0890601437885883
263,238,0.25905656950193295
264,101,0.5327859984564074
265,101,0.6622709162828845
266,101,0.6622709162828845
267,238,-0.32592292495324826
268,101,0.5327859984564074
269,238,-0.030096767551136185
270,101,0.5327859984564074
271,238,-0.09485747710893398
272,238,0.23033958638113552
273,238,0.007929852870400603
274,238,0.1914208549162374
275,101,0.5327859984564074
276,101,0.6622709162828845
