,Labels,Silhouette_samples
0,22,0.654076042686366
1,43,0.2738727324273869
2,22,0.6973514991071766
3,102,0.2060941378133376
4,318,0.6768019933757117
5,136,0.6921833141066638
6,68,0.5400948714821812
7,22,0.6973514991071766
8,34,0.2093275749913566
9,34,0.2093275749913566
10,8,0.4493450543166445
11,8,0.4493450543166445
12,8,0.4493450543166445
13,8,0.4493450543166445
14,8,0.4493450543166445
15,8,0.4493450543166445
16,22,0.6973514991071766
17,318,0.3087837175502528
18,20,0.14928291207238956
19,22,0.654076042686366
20,22,0.6973514991071766
21,22,0.6973514991071766
22,177,0.35879472103935073
23,175,0.5620977390963544
24,366,0.0
25,22,0.6973514991071766
26,158,0.371771482394665
27,318,0.3674327641066256
28,22,0.6973514991071766
29,262,0.0
30,9,0.4060156470166746
31,9,0.4060156470166746
32,9,0.4060156470166746
33,215,1.0
34,215,1.0
35,82,0.16859907450778547
36,82,0.16859907450778547
37,34,-0.09324730610278628
38,318,0.6768019933757117
39,318,0.3674327641066256
40,153,0.7365411076403731
41,153,0.7365411076403731
42,153,0.7365411076403731
43,163,0.32269254587650326
44,22,0.654076042686366
45,133,0.17175003843589823
46,318,0.45391465826222194
47,20,0.18656417927343188
48,143,0.38068773590181193
49,175,0.5928914522491973
50,5,0.49437145312180075
51,5,0.49437145312180075
52,5,0.49437145312180075
53,5,0.49437145312180075
54,175,0.5928914522491973
55,54,0.29394272501314006
56,8,0.3843118771592853
57,8,0.3843118771592853
58,8,0.3843118771592853
59,8,0.3843118771592853
60,8,0.3843118771592853
61,166,0.6986720670255289
62,22,0.6973514991071766
63,75,0.7419031200658633
64,4,0.3725189430872593
65,20,0.11424825759560721
66,20,0.11424825759560721
67,20,0.11424825759560721
68,20,0.11424825759560721
69,91,0.1017922129997326
70,39,0.11623967334916309
71,10,-0.004243506990992728
72,75,0.7419031200658633
73,22,0.654076042686366
74,238,0.0
75,178,0.23569098015054987
76,106,0.45596989893373174
77,175,0.5928914522491973
78,143,0.47310593309910004
79,22,0.6973514991071766
80,21,0.05805799944676785
81,22,0.6973514991071766
82,22,0.654076042686366
83,22,0.6973514991071766
84,4,-0.014273305532549043
85,8,0.29131692357936667
86,8,0.29131692357936667
87,8,0.29131692357936667
88,8,0.29131692357936667
89,8,0.29131692357936667
90,8,0.29131692357936667
91,8,0.29131692357936667
92,19,0.48608384727655857
93,19,0.48608384727655857
94,19,0.48608384727655857
95,19,0.48608384727655857
96,19,0.48608384727655857
97,19,0.48608384727655857
98,19,0.48608384727655857
99,19,0.48608384727655857
100,19,0.48608384727655857
101,22,0.6973514991071766
102,4,0.011719805395084496
103,20,-0.0743041094347235
104,20,-0.0743041094347235
105,20,-0.0743041094347235
106,20,-0.0743041094347235
107,20,-0.0743041094347235
108,116,0.529305180282827
109,110,0.19682336185648205
110,116,0.4701003274031305
111,22,0.654076042686366
112,22,0.654076042686366
113,43,0.06757253924441001
114,176,0.20052008620124273
115,20,0.20453207096440035
116,318,0.6768019933757117
117,1,0.28806010307474567
118,22,0.654076042686366
119,20,0.08057680515865717
120,22,0.654076042686366
121,94,0.07313532793889284
122,20,0.05826551107553231
123,22,0.654076042686366
124,39,0.0972429424882282
125,39,0.0972429424882282
126,20,-0.133494277888304
127,22,0.6973514991071766
128,50,0.5243734263975259
129,8,0.4481566075347009
130,8,0.4481566075347009
131,8,0.4481566075347009
132,20,0.04261277961645952
133,20,0.04261277961645952
134,20,0.04261277961645952
135,94,0.2695323218100059
136,20,0.010988835001188206
137,20,0.010988835001188206
138,20,0.010988835001188206
139,20,0.010988835001188206
140,20,0.010988835001188206
141,20,0.010988835001188206
142,6,0.23315959572895
143,6,0.23315959572895
144,22,0.654076042686366
145,22,0.6973514991071766
146,175,0.5620977390963544
147,66,0.2298947912548961
148,66,0.2298947912548961
149,22,0.654076042686366
150,175,0.5620977390963544
151,5,0.4192482366141103
152,5,0.4192482366141103
153,22,0.6973514991071766
154,4,0.3108927210651373
155,207,0.0
156,22,0.6973514991071766
157,22,0.6973514991071766
158,177,0.5277141909896261
159,279,1.0
160,279,1.0
161,279,1.0
162,54,0.48958423925560085
163,54,0.48958423925560085
164,4,0.24617252476502188
165,22,0.654076042686366
166,285,0.0
167,22,0.6973514991071766
168,307,0.9999999844804723
169,307,0.9999999844804723
170,307,0.9999999844804723
171,22,0.6973514991071766
172,22,0.6973514991071766
173,4,0.08716558248074584
174,4,0.08716558248074584
175,154,0.17051706860627994
176,22,0.6973514991071766
177,10,0.1792516005333838
178,10,0.1792516005333838
179,22,0.654076042686366
180,4,0.3725189430872593
181,143,0.44044145752845426
182,3,0.012191489850740467
183,20,-0.07485720949277434
184,20,-0.07485720949277434
185,295,0.0
186,20,0.034945983653641925
187,0,0.04410217802297726
188,23,0.15476393103759264
189,4,-0.08923821434413129
190,20,-0.005963758864171562
191,3,0.20695827998287894
192,20,0.11074496654176536
193,13,0.02446814207751726
194,22,0.654076042686366
195,318,0.6768019933757117
196,318,0.6768019933757117
197,149,0.14312316536766967
198,39,0.022547904344530287
199,39,0.022547904344530287
200,39,0.022547904344530287
201,22,0.654076042686366
202,144,-0.005357602512733125
203,318,0.6768019933757117
204,175,0.5928914522491973
205,22,0.6973514991071766
206,16,0.2721592691266501
207,16,0.2721592691266501
208,22,0.654076042686366
