,Labels,Silhouette_samples
0,170,0.32162638551115125
1,356,0.7424402704713877
2,231,0.5467779912436656
3,147,0.1780045980089861
4,231,0.6767782127437619
5,174,0.034305824913333435
6,231,0.5467779912436656
7,231,0.5467779912436656
8,3,0.07658362208478578
9,231,0.6767782127437619
10,231,0.2723687598717653
11,231,-0.324533223269653
12,27,0.20803399072074327
13,147,0.2896447793113894
14,27,0.28242165991588164
15,231,0.08853096801758485
16,147,0.3236853569428676
17,231,0.6767782127437619
18,7,-0.030783723838031626
19,308,0.2764145557381064
20,314,0.15694740516899147
21,147,-0.02230693871414169
22,147,0.2128355401317183
23,231,0.2723687598717653
24,27,0.5119324550693859
25,3,0.12413839322047565
26,7,0.17481150733112752
27,231,0.6767782127437619
28,205,0.08388937536455111
29,231,0.6767782127437619
30,147,0.24335099850050476
31,12,-0.021852102875164432
32,231,0.5467779912436656
33,147,0.1859285194803207
34,27,0.4012737695207496
35,27,0.4492824015112869
36,147,-0.06842131061550911
37,325,0.26917091135696786
38,220,0.08288025614764202
39,147,0.24189737728688543
40,7,0.0987301645560774
41,7,0.006361242471871072
42,231,0.6767782127437619
43,306,0.2919004104328718
44,231,0.5467779912436656
45,231,0.6767782127437619
46,3,0.17613583087394516
47,147,0.17195003027395414
48,7,0.025900156195455288
49,7,0.03645945902504909
50,231,0.6767782127437619
51,311,0.1775509273511468
52,231,0.5467779912436656
53,231,0.2723687598717653
54,514,0.3909254041113538
55,231,0.6767782127437619
56,147,0.3236853569428676
57,113,0.22859965719150968
58,27,0.3794509933563064
59,45,0.12080075288834653
60,231,0.5467779912436656
61,231,0.6767782127437619
62,231,0.6767782127437619
63,147,0.0805519427744678
64,147,-0.13000198822314707
65,231,0.4040189225205298
66,231,0.5467779912436656
67,231,0.6767782127437619
68,76,0.15195858426225506
69,231,0.6767782127437619
70,27,0.363392713731593
71,231,0.5467779912436656
72,205,0.20397146371241753
73,500,0.0
74,231,0.6767782127437619
75,56,0.1408941404511676
76,231,0.5467779912436656
77,233,0.23789152246375614
78,230,0.1778575808064934
79,147,0.13649321941259446
80,45,0.01435106266440635
81,27,0.45919540411453685
82,231,0.6767782127437619
83,231,0.6767782127437619
84,231,0.6767782127437619
85,231,0.5467779912436656
