,Labels,Silhouette_samples
0,345,0.30861764813087117
1,63,0.747088928751417
2,270,0.5448868933152464
3,327,0.17426525646941138
4,270,0.6767782127437619
5,41,0.045384342324597565
6,270,0.5448868933152464
7,270,0.5448868933152464
8,24,0.080818644674795
9,270,0.6767782127437619
10,270,0.27419150209071935
11,270,-0.3239156180255988
12,77,0.1610594079299111
13,327,0.2838421369173996
14,77,0.2828789363969991
15,270,0.08884626422986902
16,327,0.3152618593047373
17,270,0.6767782127437619
18,0,-0.046485330884086094
19,723,0.2539259845084553
20,239,0.15694740516899147
21,327,-0.025160151693510165
22,327,0.20847663802590916
23,270,0.27419150209071935
24,77,0.5062557525084338
25,24,0.10580456290557674
26,0,0.16485518582639536
27,270,0.6767782127437619
28,91,0.05577057523976026
29,270,0.6767782127437619
30,327,0.2370437176772556
31,335,0.14365067088498523
32,270,0.5448868933152464
33,327,0.18202899275962614
34,77,0.38365786930252826
35,77,0.4719381648386113
36,327,-0.06916953709081095
37,658,0.26917091135696786
38,490,0.06910696828020448
39,327,0.2360103867872205
40,0,0.054982816547541356
41,0,-0.013513903892499613
42,270,0.6767782127437619
43,605,0.2996946676703802
44,270,0.5448868933152464
45,270,0.6767782127437619
46,24,0.1636562214507607
47,327,0.16989000733395782
48,0,0.02305737681672579
49,0,0.023104546801697688
50,270,0.6767782127437619
51,8,0.17157133066666216
52,270,0.5448868933152464
53,270,0.27419150209071935
54,522,0.4698344722853671
55,270,0.6767782127437619
56,327,0.3152618593047373
57,115,0.21713392398934708
58,77,0.37978552335542476
59,21,0.12080075288834653
60,270,0.5448868933152464
61,270,0.6767782127437619
62,270,0.6767782127437619
63,327,0.07792906883704488
64,327,-0.010720758317369973
65,270,0.4040189225205298
66,270,0.5448868933152464
67,270,0.6767782127437619
68,299,0.15195858426225506
69,270,0.6767782127437619
70,77,0.3165112716617404
71,270,0.5448868933152464
72,91,0.1682496057156526
73,488,0.0
74,270,0.6767782127437619
75,4,0.0995802906837842
76,270,0.5448868933152464
77,232,0.23789152246375614
78,15,0.18471271226081834
79,327,0.13192174663776543
80,21,0.020047006869701445
81,77,0.4420598052521576
82,270,0.6767782127437619
83,270,0.6767782127437619
84,270,0.6767782127437619
85,270,0.5448868933152464
86,77,0.1827800221020085
87,270,0.6767782127437619
88,270,0.6767782127437619
89,345,0.1896728591393425
90,270,0.2115316977060619
91,327,0.13703090365295542
92,270,0.5448868933152464
93,327,0.3152618593047373
94,134,0.05110251757053691
95,270,0.5448868933152464
96,77,0.48028950327951714
97,270,0.5448868933152464
98,270,-0.20793391578985812
99,0,-0.09758192953323985
100,270,0.5448868933152464
101,270,0.5448868933152464
102,327,0.22680020244375584
103,270,0.27419150209071935
104,63,0.5009084611263658
105,77,0.4799692462486891
106,327,-0.03654487159329003
107,327,0.2069687544688558
108,270,0.6767782127437619
109,270,0.6767782127437619
110,0,-0.08259200493976993
111,270,0.08884626422986902
112,327,0.0038812263119475743
113,63,0.04920226007502403
114,730,0.0
115,143,-0.1709422597634676
116,270,0.6767782127437619
117,270,0.5448868933152464
118,490,0.39802673556957124
119,0,-0.0039186020686149785
120,88,0.16438385275033118
121,270,0.6767782127437619
122,270,0.27419150209071935
123,270,0.5448868933152464
124,270,0.5448868933152464
125,91,0.1682496057156526
126,327,-0.07178913888143999
127,270,0.6767782127437619
128,582,0.9073160674871004
129,327,0.18018646607308922
130,270,0.5448868933152464
131,270,0.6767782127437619
132,21,0.07690206465724775
133,270,0.6767782127437619
134,270,0.6767782127437619
135,327,0.3152618593047373
136,270,0.5448868933152464
137,0,0.0777570470540841
138,270,0.6767782127437619
139,327,0.21847346374797993
140,270,0.5448868933152464
141,19,0.22192423702516897
142,140,0.1502708714272124
143,411,0.0
144,270,0.5448868933152464
145,0,0.10890986894859357
146,270,0.27419150209071935
147,179,0.13236485790382732
148,270,0.6767782127437619
149,8,0.11585228417237853
150,270,0.6767782127437619
151,140,0.14595796553316073
152,327,0.19742645177640136
153,77,0.2198294404736808
154,270,0.6767782127437619
155,0,-0.04393559869509849
156,0,0.09161044526746946
157,270,0.27419150209071935
158,270,0.5448868933152464
159,327,-0.09111195410772513
160,327,0.043662794095076674
161,270,0.6767782127437619
162,246,0.04750741362658665
163,270,0.6767782127437619
164,327,0.3152618593047373
165,24,0.07542553395260253
166,0,-0.19046629769154128
167,270,0.6767782127437619
168,270,0.5448868933152464
169,270,0.6767782127437619
170,270,0.5448868933152464
171,179,0.061726704731164914
172,270,0.6767782127437619
173,115,0.0712033634399723
174,270,0.6767782127437619
175,270,0.08884626422986902
176,327,0.19996174036478037
177,270,0.6767782127437619
178,270,0.5448868933152464
179,490,0.14845771935152868
180,270,0.6767782127437619
181,24,0.08542259328915595
182,270,0.6767782127437619
183,327,-0.11361782385024695
184,514,0.5960704803540817
185,271,0.15732512104625718
186,270,0.6767782127437619
187,228,-0.08533426514093531
188,3,-0.02522589817392616
189,143,0.1637979880685137
190,270,0.5448868933152464
191,327,-0.14725146136508827
192,327,0.2517619006558412
193,327,-0.028900796779858188
194,114,0.15616834514539663
195,270,0.6767782127437619
196,270,0.6767782127437619
197,270,-0.023907499405444756
198,331,0.0858363540053246
199,270,0.6767782127437619
200,65,0.341901975716097
201,24,-0.05649231497558199
202,270,0.6767782127437619
203,327,0.18915879079955655
204,327,0.07889777223828782
205,77,0.19644078075717478
206,73,0.2283073582512338
207,270,0.5448868933152464
208,270,0.6767782127437619
209,0,-0.007186137561567966
210,138,0.24726452178623143
211,270,0.6767782127437619
212,270,0.27419150209071935
213,327,0.08108305611384779
214,91,0.1682496057156526
215,270,0.6767782127437619
216,270,0.5448868933152464
217,65,-0.024056764618394927
218,270,0.5448868933152464
219,0,0.14266297258436736
220,19,-0.01525189276405083
221,270,0.6767782127437619
222,29,0.2083730285795604
223,0,-0.007186137561567966
224,41,0.15363502448481867
225,327,0.06104322443980431
226,124,0.9460306135834284
227,270,0.6767782127437619
228,270,0.6767782127437619
229,270,0.6767782127437619
230,270,-0.20793391578985812
231,8,0.004034868057268835
